AnimalID,AnimalName,AnimalType,PrimaryColor,SecondaryColor,PrimaryBreed,Sex,DOB,Age,IntakeDate,IntakeCondition,IntakeType,IntakeSubtype,IntakeReason,OutcomeDate,OutcomeType,OutcomeSubtype,OutcomeCondition,Crossing,Jurisdiction,LastUpdate
A1354042,,CAT,CALICO-TRI,,DOMESTIC MH,FEMALE,2024-08-03,9 WEEKS,2024-09-03,HEALTHY,STRAY,OTC,,2024-09-03,FOSTER,,HEALTHY,400 BLOCK DOMA DR X OLSEN DR,SAN JOSE,2024-09-03
A1354043,,OTHER,BROWN,,OPOSSUM,UNKNOWN,,NO AGE,2024-09-03,MED EMERG,WILDLIFE,FIELD,,2024-09-03,TRANSFER,WILDLIFE,MED EMERG,SIERRA MEADOW / ALUM ROCK,SAN JOSE,2024-09-03
A1354047,LILO,DOG,BROWN,BLACK,GERM SHEPHERD,FEMALE,2023-03-08,1 YEAR 6 MONTHS,2024-09-03,HEALTHY,STRAY,OTC,,,,,,MT HERMAN DR X MT VISTA DR,SAN JOSE,2024-09-09
A1354049,,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,,NO AGE,2024-09-03,MED SEV,STRAY,OTC,,2024-09-03,EUTH,U MED SEV,MED SEV,,SAN JOSE,2024-09-03
A1354050,,DOG,BROWN,WHITE,PIT BULL,FEMALE,2024-02-03,7 MONTHS,2024-09-03,HEALTHY,STRAY,MEDVET,,,,,,BLOSSOM HILL X POUGHKEEPSIE,SAN JOSE,2024-09-08
A1354051,CHERRY,DOG,BRINDLE-BN,,PIT BULL,FEMALE,2024-04-05,5 MONTHS,2024-09-03,MED R,STRAY,MEDVET,,2024-09-23,FOSTER,,MED R,BLOSSOM HILL X POUGHKEEPSIE,SAN JOSE,2024-09-23
A1354052,,CAT,TABBY-BRN,WHITE,DOMESTIC SH,MALE,2024-07-06,13 WEEKS,2024-09-03,MED R,STRAY,MEDVET,,,,,,3000 BLK BETSY WAY,SAN JOSE,2024-09-23
A1354053,,CAT,BLACK,,DOMESTIC SH,MALE,,NO AGE,2024-09-03,MED R,STRAY,MEDVET,,2024-09-15,RESCUE,CATWELFARE,,1400 BLOCK BAL HARBOR,SAN JOSE,2024-09-15
A1354054,,CAT,WHITE,TABBY-BRN,DOMESTIC SH,UNKNOWN,,NO AGE,2024-09-03,DEAD,DISPO REQ,OTC,,2024-09-03,DISPOSAL,,DEAD,HOBART AVE X S WHITE RD,SANTA CLARA,2024-09-03
A1354055,,CAT,TABBY-GRAY,WHITE,DOMESTIC SH,NEUTERED,,NO AGE,2024-09-03,MED R,STRAY,MEDVET,,2024-09-04,RTF,,FERAL,900 BLK MONTAGUE EXPY,MILPITAS,2024-09-04
A1354056,,DOG,BLACK,WHITE,BORDER COLLIE,MALE,,NO AGE,2024-09-03,MED R,OWNER SUR,OTC,,2024-09-03,EUTH,U MED EMRG,MED EMERG,,SAN JOSE,2024-09-03
A1354057,,CAT,BLACK,WHITE,DOMESTIC SH,NEUTERED,2024-04-03,5 MONTHS,2024-09-03,MED R,STRAY,OTC,,,,,,600 BLOCK,SAN JOSE,2024-09-20
A1354058,MIMI,CAT,PT-LYNX,,DOMESTIC SH,SPAYED,2015-09-03,9 YEARS,2024-09-03,HEALTHY,STRAY,OTC,,2024-09-05,RTO,,HEALTHY,HILLSDALE AVE X CHERRY AVE,SAN JOSE,2024-09-05
A1354059,,BIRD,BLACK,,PIGEON,UNKNOWN,,NO AGE,2024-09-03,MED R,WILDLIFE,OTC,,2024-09-03,TRANSFER,WILDLIFE,MED R,NORWALK DR X AUBURN WAY,SAN JOSE,2024-09-08
A1354060,,CAT,GRAY,WHITE,DOMESTIC SH,NEUTERED,2021-09-03,3 YEARS,2024-09-03,MED R,STRAY,FIELD,,2024-09-14,RTF,,FERAL,MUSCAT DR / VINEYARD DR,SAN JOSE,2024-09-14
A1354061,,CAT,TABBY-BRN,,DOMESTIC SH,UNKNOWN,,NO AGE,2024-09-03,DEAD,DISPO REQ,OTC,,2024-09-03,DISPOSAL,,DEAD,CLAREBANK WAY X KETTMANN RD,SAN JOSE,2024-09-03
A1354062,KYLE,CAT,TABBY-BRN,WHITE,DOMESTIC SH,NEUTERED,2024-06-11,16 WEEKS,2024-09-03,HEALTHY,STRAY,OTC,,2024-09-04,FOSTER,,HEALTHY,MONTEREY RD X UMBARGER RD,SAN JOSE,2024-09-04
A1354062,KYLE,CAT,TABBY-BRN,WHITE,DOMESTIC SH,NEUTERED,2024-06-11,16 WEEKS,2024-09-11,HEALTHY,FOSTER,,,2024-09-12,ADOPTION,,HEALTHY,MONTEREY RD X UMBARGER RD,SAN JOSE,2024-09-12
A1354063,SARGE,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,2024-05-22,4 MONTHS,2024-09-06,HEALTHY,FOSTER,,,2024-09-09,ADOPTION,WALK IN,HEALTHY,MONTEREY RD X UMBARGER RD,SAN JOSE,2024-09-09
A1354063,SARGE,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,2024-05-22,4 MONTHS,2024-09-03,HEALTHY,STRAY,OTC,,2024-09-04,FOSTER,,HEALTHY,MONTEREY RD X UMBARGER RD,SAN JOSE,2024-09-04
A1354064,MILA,CAT,BLACK,,DOMESTIC SH,SPAYED,2024-06-11,16 WEEKS,2024-09-03,HEALTHY,STRAY,OTC,,2024-09-04,FOSTER,,HEALTHY,MONTEREY RD X UMBARGER RD,SAN JOSE,2024-09-04
A1354064,MILA,CAT,BLACK,,DOMESTIC SH,SPAYED,2024-06-11,16 WEEKS,2024-09-11,HEALTHY,FOSTER,,,,,,,MONTEREY RD X UMBARGER RD,SAN JOSE,2024-09-23
A1354065,CAPTAIN,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,2024-05-22,4 MONTHS,2024-09-06,HEALTHY,FOSTER,,,2024-09-10,ADOPTION,,HEALTHY,MONTEREY RD X UMBARGER RD,SAN JOSE,2024-09-10
A1354065,CAPTAIN,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,2024-05-22,4 MONTHS,2024-09-03,HEALTHY,STRAY,OTC,,2024-09-04,FOSTER,,HEALTHY,MONTEREY RD X UMBARGER RD,SAN JOSE,2024-09-04
A1354066,SILVER,CAT,PT-LYNX,,DOMESTIC SH,SPAYED,2020-09-06,4 YEARS,2024-09-03,HEALTHY,STRAY,OTC,,2024-09-04,FOSTER,,HEALTHY,MONTEREY RD X UMBARGER RD,SAN JOSE,2024-09-06
A1354066,SILVER,CAT,PT-LYNX,,DOMESTIC SH,SPAYED,2020-09-06,4 YEARS,2024-09-06,HEALTHY,FOSTER,,,,,,,MONTEREY RD X UMBARGER RD,SAN JOSE,2024-09-08
A1354080,,CAT,BLACK,,DOMESTIC SH,NEUTERED,2023-09-03,1 YEAR,2024-09-03,MED R,STRAY,OTC,,2024-09-11,RTF,,FERAL,BERRYESSA RD,SAN JOSE,2024-09-11
A1354081,COOKIE,CAT,BLACK,WHITE,DOMESTIC SH,SPAYED,2024-03-03,6 MONTHS,2024-09-03,MED R,STRAY,OTC,,2024-09-26,EUTH,U MED SEV,MED SEV,DIADEM DR/LYONS DR,SAN JOSE,2024-09-27
A1354082,,DOG,WHITE,CREAM,SHIH TZU,MALE,2019-09-03,5 YEARS,2024-09-03,HEALTHY,STRAY,OTC,,2024-09-07,RESCUE,NC ARF,HEALTHY,NASSAU DR,SAN JOSE,2024-09-07
A1354085,,CAT,CALICO-TRI,,DOMESTIC SH,FEMALE,2024-02-03,7 MONTHS,2024-09-03,MED R,STRAY,OTC,,,,,,LYONS CT,SAN JOSE,2024-09-22
A1354086,,OTHER,TAN,BLACK,COYOTE,UNKNOWN,,NO AGE,2024-09-03,DEAD,DISPO REQ,OTC,,2024-09-03,DISPOSAL,,DEAD,200 BLOCK NORTH/ PAGE MILL RD,PALO ALTO,2024-09-03
A1354087,DJANGO,DOG,BLACK,TAN,GERM SHEPHERD,MALE,2022-09-04,2 YEARS,2024-09-03,HEALTHY,STRAY,FIELD,,2024-09-04,RTO,,HEALTHY,SAN JOSE STATE UNIVERSITY,SAN JOSE,2024-09-04
A1354088,,CAT,BROWN,BLACK,DOMESTIC MH,UNKNOWN,,NO AGE,2024-09-03,DEAD,DISPO REQ,FIELD,,2024-09-03,DISPOSAL,,DEAD,WESLEY CT / OCALA AVE,SAN JOSE,2024-09-04
A1354090,ROCCO,DOG,GRAY,WHITE,FRENCH BULLDOG,NEUTERED,2019-09-01,5 YEARS,2024-09-03,HEALTHY,CONFISCATE,POLICE,,2024-09-03,RTO,WALK IN,HEALTHY,,SAN JOSE,2024-09-03
A1354091,BODHI,DOG,WHITE,BROWN,AUST CATTLE DOG,NEUTERED,2021-09-08,3 YEARS,2024-09-03,MED SEV,STRAY,OTC,,2024-09-09,EUTH,U MED EMRG,MED EMERG,MONTEREY RD,SAN JOSE,2024-09-12
A1354094,,CAT,BLACK,GRAY,DOMESTIC SH,UNKNOWN,,NO AGE,2024-09-03,DEAD,DISPO REQ,FIELD,,2024-09-03,DISPOSAL,,DEAD,EVANS RD / CALLE ORIENTE,MILPITAS,2024-09-04
A1354097,TNR,CAT,BLACK,WHITE,DOMESTIC SH,SPAYED,,NO AGE,2024-09-03,HEALTHY,STRAY,OTC,,,,,,EVANS LN X ALMADEN EXPY,SAN JOSE,2024-09-27
A1354099,,CAT,BLACK,WHITE,DOMESTIC SH,FEMALE,,NO AGE,2024-09-03,MED R,STRAY,FOUND,,2024-09-24,FOUND ANIM,,MED R,FALCATO DR/WYLIE DR,MILPITAS,2024-09-24
A1354099,,CAT,BLACK,WHITE,DOMESTIC SH,FEMALE,,NO AGE,2024-09-24,MED R,STRAY,OTC,,,,,,FALCATO DR/WYLIE DR,MILPITAS,2024-09-27
A1354103,,CAT,TABBY-GRAY,,DOMESTIC SH,UNKNOWN,,NO AGE,2024-09-03,MED SEV,STRAY,OTC,,2024-09-03,EUTH,U MED SEV,MED SEV,CUNNIGHAM/KING,SAN JOSE,2024-09-03
A1354104,TNR,CAT,BLACK,,DOMESTIC SH,SPAYED,,NO AGE,2024-09-03,NURSING,STRAY,OTC,,2024-09-28,RTF,,FERAL,DESERTWOOD LN,SAN JOSE,2024-09-28
A1354108,,CAT,BLACK,,DOMESTIC SH,MALE,2024-08-06,8 WEEKS,2024-09-03,NURSING,STRAY,OTC,,,,,,DESERTWOOD LN,SAN JOSE,2024-09-20
A1354110,,CAT,BLACK,,DOMESTIC SH,MALE,2024-08-06,8 WEEKS,2024-09-03,NURSING,STRAY,OTC,,,,,,DESERTWOOD LN,SAN JOSE,2024-09-20
A1354112,,CAT,PT-LYNX,,DOMESTIC SH,FEMALE,2024-08-06,8 WEEKS,2024-09-03,NURSING,STRAY,OTC,,,,,,DESERTWOOD LN,SAN JOSE,2024-09-25
A1354113,,CAT,GRAY,,DOMESTIC SH,MALE,2024-08-06,8 WEEKS,2024-09-03,NURSING,STRAY,OTC,,,,,,DESERTWOOD LN,SAN JOSE,2024-09-20
A1354114,,CAT,TORTIE-B\O,,DOMESTIC SH,FEMALE,2024-08-06,8 WEEKS,2024-09-03,NURSING,STRAY,OTC,,,,,,DESERTWOOD LN,SAN JOSE,2024-09-20
A1354115,LOKI,DOG,BLACK,WHITE,ALASK MALAMUTE,MALE,2021-09-04,3 YEARS,2024-09-03,MED R,STRAY,FIELD,,2024-09-04,RTO,WALK IN,MED R,4TH X E ST JOHN,SAN JOSE,2024-09-04
A1354116,,CAT,TORTIE-B\O,,DOMESTIC SH,FEMALE,2024-08-06,8 WEEKS,2024-09-03,NURSING,STRAY,OTC,,,,,,DESERTWOOD LN,SAN JOSE,2024-09-20
A1354130,,CAT,TORTIE-B\O,,DOMESTIC SH,UNKNOWN,2024-06-03,13 WEEKS,2024-09-03,DEAD,DISPO REQ,OTC,,2024-09-03,DISPOSAL,,DEAD,CINDERELLA LN / COTTON TAIL,SAN JOSE,2024-09-03
A1354135,,OTHER,SABLE,,COYOTE,UNKNOWN,,NO AGE,2024-09-03,MED SEV,STRAY,MEDVET,,2024-09-03,EUTH,U MED EMRG,MED SEV,ALMADEN EXPY & ALMADEN RD,SAN JOSE,2024-09-03
A1354136,,CAT,TABBY-GRAY,,DOMESTIC SH,MALE,2024-07-03,9 WEEKS,2024-09-03,MED SEV,STRAY,MEDVET,,2024-09-03,EUTH,U MED EMRG,MED SEV,CINDERELLA LN & POCO WAY,SAN JOSE,2024-09-03
A1354137,,CAT,TABBY-BRN,,DOMESTIC SH,MALE,2024-08-27,1 WEEKS,2024-09-03,MED SEV,STRAY,MEDVET,,2024-09-03,EUTH,U MED EMRG,MED SEV,STORY RD & S WHITE RD,SAN JOSE,2024-09-03
A1354138,TRAP 2,CAT,BLACK,WHITE,DOMESTIC SH,SPAYED,,NO AGE,2024-09-04,FERAL,S/N CLINIC,,,2024-09-04,SPAY,,FERAL,,SAN JOSE,2024-09-04
A1354139,TRAP 3,CAT,GRAY,WHITE,DOMESTIC SH,SPAYED,,NO AGE,2024-09-04,FERAL,S/N CLINIC,,,2024-09-04,SPAY,,FERAL,,SAN JOSE,2024-09-04
A1354140,TRAP 8,CAT,BLACK,WHITE,DOMESTIC SH,NEUTERED,,NO AGE,2024-09-04,FERAL,S/N CLINIC,,,2024-09-04,RTF,,FERAL,,SAN JOSE,2024-09-04
A1354141,TRAP 10,CAT,PT-CHOC,,DOMESTIC SH,SPAYED,,NO AGE,2024-09-04,FERAL,S/N CLINIC,,,2024-09-04,SPAY,,FERAL,,SAN JOSE,2024-09-04
A1354142,TRAP 6,CAT,TABBY-BRN,WHITE,DOMESTIC SH,NEUTERED,,NO AGE,2024-09-04,FERAL,S/N CLINIC,,,2024-09-04,RTF,,FERAL,,SAN JOSE,2024-09-04
A1354143,TRAP 19,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,,NO AGE,2024-09-04,FERAL,S/N CLINIC,,,2024-09-04,RTF,,FERAL,,SAN JOSE,2024-09-04
A1354144,TRAP 16,CAT,TABBY-ORG,,DOMESTIC SH,NEUTERED,,NO AGE,2024-09-04,FERAL,S/N CLINIC,,,2024-09-04,RTF,,FERAL,,SAN JOSE,2024-09-04
A1354145,TRAP 24,CAT,TABBY-BRN,WHITE,DOMESTIC SH,SPAYED,,NO AGE,2024-09-04,FERAL,S/N CLINIC,,,2024-09-04,SPAY,,FERAL,,SAN JOSE,2024-09-04
A1354146,TRAP 25,CAT,BLACK,,DOMESTIC SH,NEUTERED,,NO AGE,2024-09-04,FERAL,S/N CLINIC,,,2024-09-04,RTF,,FERAL,,SAN JOSE,2024-09-04
A1354147,TRAP 20,CAT,BLACK,,DOMESTIC SH,SPAYED,,NO AGE,2024-09-04,FERAL,S/N CLINIC,,,2024-09-04,RTF,,FERAL,,SAN JOSE,2024-09-04
A1354148,TRAP 27,CAT,GRAY,WHITE,DOMESTIC SH,SPAYED,,NO AGE,2024-09-04,FERAL,S/N CLINIC,,,2024-09-04,RTF,,FERAL,,SAN JOSE,2024-09-04
A1354149,TRAP 23,CAT,TABBY-ORG,WHITE,DOMESTIC SH,NEUTERED,,NO AGE,2024-09-04,FERAL,S/N CLINIC,,,2024-09-04,RTF,,FERAL,,SAN JOSE,2024-09-04
A1354150,TRAP 34,CAT,TABBY-ORG,,DOMESTIC SH,NEUTERED,2023-09-04,1 YEAR,2024-09-04,FERAL,S/N CLINIC,,,2024-09-04,RTF,,FERAL,,SAN JOSE,2024-09-04
A1354151,,CAT,PT-SEAL,,DOMESTIC SH,NEUTERED,2024-08-01,9 WEEKS,2024-09-04,MED R,STRAY,OTC,,2024-09-19,ADOPTION,,HEALTHY,RIO DE PLOMO X RIO DE PLATA,SAN JOSE,2024-09-19
A1354152,,CAT,BLACK,WHITE,DOMESTIC SH,MALE,2024-08-01,9 WEEKS,2024-09-04,MED R,STRAY,OTC,,,,,,RIO DE PLOMO X RIO DE PLATA,SAN JOSE,2024-09-11
A1354153,,CAT,BLACK,,DOMESTIC SH,NEUTERED,2024-08-01,9 WEEKS,2024-09-04,MED R,STRAY,OTC,,,,,,RIO DE PLOMO X RIO DE PLATA,SAN JOSE,2024-09-23
A1354154,,CAT,TORTIE-B\O,,DOMESTIC SH,FEMALE,2024-08-01,9 WEEKS,2024-09-04,MED R,STRAY,OTC,,,,,,RIO DE PLOMO X RIO DE PLATA,SAN JOSE,2024-09-26
A1354156,TRAP 35,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,,NO AGE,2024-09-04,FERAL,S/N CLINIC,,,2024-09-05,SPAY,,FERAL,,SAN JOSE,2024-09-05
A1354157,,DOG,BLACK,WHITE,PIT BULL,FEMALE,,NO AGE,2024-09-04,MED EMERG,STRAY,OTC,,2024-09-04,EUTH,U PARV SEV,MED SEV,BRANHAM LN X MONTEREY RD,SAN JOSE,2024-09-04
A1354158,LEO,CAT,BLACK,,DOMESTIC SH,MALE,2024-08-26,5 WEEKS,2024-09-04,MED R,STRAY,MEDVET,,,,,,TULLY / HURAN,SAN JOSE,2024-09-13
A1354159,,CAT,BLACK,,DOMESTIC SH,FEMALE,2024-08-26,3 WEEKS,2024-09-04,NURSING,STRAY,MEDVET,,2024-09-16,EUTH,U MED SEV,NURSING,TULLY / HURAN,SAN JOSE,2024-09-16
A1354160,,CAT,BLACK,,DOMESTIC SH,FEMALE,2024-08-26,3 WEEKS,2024-09-04,NURSING,STRAY,MEDVET,,2024-09-16,EUTH,U MED SEV,MED SEV,TULLY / HURAN,SAN JOSE,2024-09-16
A1354161,,CAT,WHITE,GRAY,DOMESTIC MH,MALE,,NO AGE,2024-09-04,HEALTHY,STRAY,OTC,,,,,,BRIGADOON WAY X CAMPERDOWN WAY,SAN JOSE,2024-09-04
A1354162,,CAT,TABBY-BRN,,DOMESTIC SH,UNKNOWN,,NO AGE,2024-09-04,MED R,STRAY,MEDVET,,2024-09-05,FOSTER,,MED R,UNKNOWN,SAN JOSE,2024-09-09
A1354163,,CAT,GRAY,,DOMESTIC SH,UNKNOWN,,NO AGE,2024-09-02,MED EMERG,STRAY,MEDVET,,2024-09-02,EUTH,U MED EMRG,DEAD,600 BLOCK OF S 9TH ST,SAN JOSE,2024-09-04
A1354164,,OTHER,BROWN,,SQUIRREL,UNKNOWN,,NO AGE,2024-09-04,MED EMERG,WILDLIFE,MEDVET,,2024-09-04,EUTH,U MED EMRG,DEAD,MONTEREY & CURTNER,SAN JOSE,2024-09-04
A1354165,,CAT,GRAY,,DOMESTIC SH,UNKNOWN,,NO AGE,2024-09-04,MED EMERG,STRAY,MEDVET,,2024-09-04,EUTH,U MED EMRG,DEAD,KING RD / VIRGINIA,SAN JOSE,2024-09-04
A1354166,TOMORROW,DOG,WHITE,,MALTESE,MALE,2022-09-08,2 YEARS,2024-09-04,HEALTHY,STRAY,OTC,,,,,,POPLAR DR X CHABOT WAY,SAN JOSE,2024-09-08
A1354169,,CAT,BLACK,WHITE,DOMESTIC MH,SPAYED,2011-09-11,13 YEARS,2024-09-04,MED R,STRAY,OTC,,2024-09-12,RTF,,FERAL,LAKEWOOD DR X SHADOWVALE WAY,SAN JOSE,2024-09-12
A1354176,TNR,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,,NO AGE,2024-09-04,PREGNANT,STRAY,OTC,,2024-09-06,RTF,,FERAL,EDEN PARK PL X SILICON VALLEY BLVD,SAN JOSE,2024-09-06
A1354177,TNR,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,,NO AGE,2024-09-04,PREGNANT,STRAY,OTC,,2024-09-06,RTF,,FERAL,EDEN PARK PL X SILICON VALLEY BLVD,SAN JOSE,2024-09-06
A1354187,RIDDLER,DOG,BLACK,BROWN,AUST SHEPHERD,MALE,2023-09-04,1 YEAR,2024-09-04,HEALTHY,STRAY,OTC,,,,,,SERENADE CT X SERENADE WAY,SAN JOSE,2024-09-16
A1354188,OREO,CAT,BLACK,WHITE,DOMESTIC SH,FEMALE,2024-07-23,9 WEEKS,2024-09-04,MED R,STRAY,OTC,,2024-09-04,FOSTER,,MED R,PLUM ST X GOODYEAR ST,SAN JOSE,2024-09-04
A1354188,OREO,CAT,BLACK,WHITE,DOMESTIC SH,FEMALE,2024-07-23,9 WEEKS,2024-09-18,DEAD,FOSTER,,,2024-09-18,DIED,IN FOSTER,NURSING,,SAN JOSE,2024-09-23
A1354194,TALULAH,DOG,WHITE,BROWN,ENG BULLDOG,SPAYED,2019-09-04,5 YEARS,2024-09-04,MED R,STRAY,OTC,IP ADOPT,2024-09-24,ADOPTION,WALK IN,MED R,NEAL AVE X S BAYWOOD AVE,SAN JOSE,2024-09-24
A1354200,TOBY,CAT,TABBY-ORG,,DOMESTIC SH,NEUTERED,2024-07-31,9 WEEKS,2024-09-04,MED R,STRAY,OTC,,2024-09-24,ADOPTION,WALK IN,HEALTHY,S WHITE RD X TULLY RD,SAN JOSE,2024-09-24
A1354201,ARIEL,DOG,WHITE,,POODLE MIN,SPAYED,2012-09-04,12 YEARS,2024-09-04,MED R,STRAY,OTC,,2024-09-11,RESCUE,SVPP,MED R,W HUMBOLT ST X VINE ST,SAN JOSE,2024-09-11
A1354204,,CAT,TORTIE-B\O,,DOMESTIC SH,FEMALE,,NO AGE,2024-09-04,MED SEV,STRAY,OTC,,2024-09-16,RESCUE,KITCAT,MED M,S WHITE RD X TULLY RD,SAN JOSE,2024-09-16
A1354205,,OTHER,GRAY,,OPOSSUM,UNKNOWN,,NO AGE,2024-09-04,DEAD,DISPO REQ,FIELD,,2024-09-04,DISPOSAL,,DEAD,S 12TH ST  & MARTHA ST,SAN JOSE,2024-09-04
A1354214,,OTHER,BROWN,,SNAKE,UNKNOWN,,NO AGE,2024-09-04,HEALTHY,CONFISCATE,HOSPITAL,,2024-09-22,RESCUE,RABBITHVN,HEALTHY,,,2024-09-22
A1354229,,OTHER,BLACK,WHITE,SKUNK,FEMALE,,NO AGE,2024-09-04,MED SEV,WILDLIFE,FIELD,,2024-09-04,TRANSFER,WILDLIFE,MED SEV,RIDDER PARK DR / OAKLAND RD,SAN JOSE,2024-09-04
A1354240,,CAT,GRAY,WHITE,DOMESTIC SH,UNKNOWN,,NO AGE,2024-09-04,DEAD,DISPO REQ,FIELD,,2024-09-04,DISPOSAL,,DEAD,ROCKPORT AVE / PIEDMONT RD,SAN JOSE,2024-09-04
A1354245,,OTHER,GRAY,,OPOSSUM,UNKNOWN,,NO AGE,2024-09-04,DEAD,DISPO REQ,FIELD,,2024-09-04,DIED,,DEAD,1000 BLOCK CABORO DR,SAN JOSE,2024-09-04
A1354256,,CAT,TABBY-BRN,,DOMESTIC SH,UNKNOWN,,NO AGE,2024-09-04,DEAD,DISPO REQ,FIELD,,2024-09-04,DISPOSAL,,DEAD,SENTER RD & EZIE ST,SAN JOSE,2024-09-04
A1354257,,OTHER,GREEN,YELLOW,TURTLE,UNKNOWN,,NO AGE,2024-09-04,MED R,WILDLIFE,FIELD,,2024-09-04,TRANSFER,,MED R,ALMADEN LAKE PARK,SAN JOSE,2024-09-04
A1354257,,OTHER,GREEN,YELLOW,TURTLE,UNKNOWN,,NO AGE,2024-09-05,MED R,STRAY,FIELD,,2024-09-12,RESCUE,RABBITHVN,MED R,ALMADEN LAKE PARK,SAN JOSE,2024-09-12
A1354262,,CAT,TABBY-GRAY,WHITE,DOMESTIC SH,MALE,,NO AGE,2024-09-05,HEALTHY,STRAY,OTC,,2024-09-05,FOSTER,,HEALTHY,DOBBIN DR X BLACKBURY LN,SAN JOSE,2024-09-05
A1354263,TNR,CAT,TABBY-ORG,,DOMESTIC MH,NEUTERED,,NO AGE,2024-09-05,MED R,STRAY,OTC,,2024-09-16,RTF,,MED R,1100 BLOCK DANBURY DR X BELVEDERE LN,SAN JOSE,2024-09-16
A1354265,,CAT,TORBI-DIL,,DOMESTIC SH,UNKNOWN,,NO AGE,2024-09-05,MED SEV,STRAY,OTC,,2024-09-05,EUTH,U MED SEV,MED SEV,N 10TH ST X JACKSON ST,SAN JOSE,2024-09-05
A1354267,DENALI,DOG,YELLOW,,BORDER COLLIE,NEUTERED,2023-04-08,1 YEAR 5 MONTHS,2024-09-05,HEALTHY,STRAY,OTC,,2024-09-28,FOSTER,,,CLEARPARK CIR X KINGSPARK DR,SAN JOSE,2024-09-28
A1354270,,CAT,TABBY-ORG,,DOMESTIC SH,NEUTERED,,NO AGE,2024-09-05,MED R,STRAY,OTC,,2024-09-15,RTF,,FERAL,CORKWOOD CT X SNELL AVE,SAN JOSE,2024-09-15
A1354272,,DOG,BROWN,,CAIRN TERRIER,FEMALE,2024-07-07,12 WEEKS,2024-09-05,HEALTHY,STRAY,OTC,,2024-09-06,RESCUE,PETSINNEED,HEALTHY,N 1ST ST X E MISSION ST,SAN JOSE,2024-09-06
A1354274,AVOCADO,DOG,BROWN,,CHIHUAHUA LH,SPAYED,2019-09-23,5 YEARS,2024-09-05,PREGNANT,STRAY,MEDVET,,2024-09-18,FOSTER,,HEALTHY,KING RD. / WILLIAM ST.,SAN JOSE,2024-09-18
A1354274,AVOCADO,DOG,BROWN,,CHIHUAHUA LH,SPAYED,2019-09-23,5 YEARS,2024-09-18,HEALTHY,FOSTER,,,2024-09-18,FOSTER,,,,SAN JOSE,2024-09-27
A1354275,CHOCO,DOG,TAN,,MALTESE,SPAYED,2022-09-08,2 YEARS,2024-09-05,HEALTHY,STRAY,OTC,IP ADOPT,2024-09-10,ADOPTION,,HEALTHY,MCLAUGHLIN AVE X MELBOURNE BLVD,SAN JOSE,2024-09-10
A1354277,,CAT,TABBY-BRN,,DOMESTIC MH,MALE,,NO AGE,2024-09-05,HEALTHY,STRAY,OTC,,2024-09-06,FOSTER,,NURSING,2000 BLOCK SENTER RD X WOOLCREEK DR,SAN JOSE,2024-09-06
A1354291,CINDER,OTHER,BROWN,,RABBIT LH,NEUTERED,,NO AGE,2024-09-05,HEALTHY,STRAY,OTC,,,,,,E CAPITOL EXPY X MCLAUGHLIN AVE,SAN JOSE,2024-09-18
A1354292,SOBA,OTHER,TORTIE-DIL,WHITE,RABBIT LH,SPAYED,,NO AGE,2024-09-05,HEALTHY,STRAY,OTC,,,,,,E CAPITOL EXPY X MCLAUGHLIN AVE,SAN JOSE,2024-09-20
A1354302,MARBLE,OTHER,GREEN,RED,TURTLE,UNKNOWN,,NO AGE,2024-09-05,HEALTHY,STRAY,OTC,,2024-09-12,RESCUE,RABBITHVN,MED R,KENILWORTH WAY X HIGHWOOD,SAN JOSE,2024-09-12
A1354303,,CAT,TORTIE-B\O,,DOMESTIC MH,FEMALE,,NO AGE,2024-09-05,NURSING,STRAY,OTC,,,,,,OLDBRIDGE RD X GOLDENLAKE RD,SAN JOSE,2024-09-07
A1354307,,CAT,BLACK,WHITE,DOMESTIC SH,MALE,,NO AGE,2024-09-05,NURSING,STRAY,OTC,,,,,,OLDBRIDGE RD X GOLDENLAKE RD,SAN JOSE,2024-09-05
A1354309,,CAT,TABBY-BRN,WHITE,DOMESTIC SH,FEMALE,,NO AGE,2024-09-05,NURSING,STRAY,OTC,,,,,,OLDBRIDGE RD X GOLDENLAKE RD,SAN JOSE,2024-09-05
A1354311,,CAT,TABBY-BRN,,DOMESTIC SH,FEMALE,,NO AGE,2024-09-05,NURSING,STRAY,OTC,,,,,,OLDBRIDGE RD X GOLDENLAKE RD,SAN JOSE,2024-09-05
A1354312,,CAT,TABBY-BRN,WHITE,DOMESTIC SH,MALE,,NO AGE,2024-09-05,NURSING,STRAY,OTC,,2024-09-07,FOSTER,,HEALTHY,OLDBRIDGE RD X GOLDENLAKE RD,SAN JOSE,2024-09-07
A1354312,,CAT,TABBY-BRN,WHITE,DOMESTIC SH,MALE,,NO AGE,2024-09-07,DEAD,DISPO REQ,,,2024-09-07,DISPOSAL,,DEAD,,SAN JOSE,2024-09-07
